nome,idade,time,posicao,partidas,minutos,gols,assistencias,chutes,passes_chave,dribles,faltas_sofridas,impedimentos,desarmes_sofridos,dominios_errados,desarmes,interceptacoes,faltas_cometidas,impedimentos_ganhos,afastadas_perigo,dribles_sofridos,Blocks,gols_contra,passes,perc_passes,cruzamentos,bolas_longas,enfiadas,nota
Eduardo,35,America MG,D(R),8(2),738,-,-,0.3,1.2,1.5,0.7,-,0.8,1.1,1.6,1.5,1.1,0.2,1.5,0.7,0.1,-,28.0,68.6,1.0,1.3,-,6.79
Mariano,35,Atletico MG,"D(R),M(R)",18(7),1599,-,2,0.1,1.1,0.4,0.4,-,0.1,0.5,1.4,1.2,0.7,0.1,1.3,0.5,0.1,-,36.6,82.2,0.6,2.2,-,6.79
Juninho,34,America MG,"D(L),M(CR)",29(8),2755,3,2,0.7,1.3,0.7,0.9,-,0.8,1.5,1.7,0.9,1.2,-,0.8,0.8,0.3,-,29.1,77.9,0.4,1.4,0.1,6.79
Fernando Sobral,27,Ceara,M(CLR),35(1),3014,-,1,0.8,0.8,1.1,1.6,-,0.8,1.3,2.8,1.1,1.8,0.1,1.1,2.2,0.4,-,43.1,81.2,0.1,2.9,0.1,6.79
Jefferson Savarino,25,Atletico MG,AM(CLR),11(7),1028,5,2,1.7,1.1,1.2,0.8,0.1,1.3,1.3,0.4,0.2,0.4,-,-,0.6,-,-,20.8,81.6,0.7,0.6,0.1,6.79
Léo Pereira,26,Flamengo,D(C),19,1662,-,-,0.5,0.2,0.2,0.6,0.1,0.1,0.6,1.0,1.5,1.4,0.5,2.7,0.5,0.7,-,67.7,89.7,0.1,3.8,-,6.78
Jair,27,Atletico MG,DMC,20(8),1566,2,1,0.4,0.5,0.8,1.1,-,0.4,0.6,2.2,0.7,1.5,-,0.6,1.0,0.1,-,30.6,86.9,0.1,1.2,0.1,6.78
Calegari,20,Fluminense,D(R),13(1),1115,-,-,0.4,0.8,1.0,2.1,-,0.7,0.8,2.7,1.4,1.6,0.4,1.4,0.5,0.4,-,37.3,81.8,0.1,2.0,-,6.78
Richard,28,Athletico Paranaense,DMC,18(2),1410,1,-,1.0,0.8,0.7,1.0,-,0.5,1.1,2.4,1.7,1.3,-,1.6,1.0,0.4,-,45.1,86.2,0.1,2.8,-,6.78
João Paulo,31,Atletico GO,"AM(CL),FW",22(4),1993,4,1,1.6,1.5,1.7,2.1,0.3,1.3,2.1,1.2,0.5,0.9,-,0.3,0.7,-,-,34.3,80.8,0.5,1.8,-,6.78
Clayson,27,Cuiaba,"AM(LR),FW",30(1),2515,2,3,1.7,1.5,2.0,2.5,0.3,1.6,2.8,1.1,0.9,1.1,-,0.2,1.1,0.1,-,28.4,77.9,0.8,1.2,0.1,6.78
Fabricio Bruno,26,Red Bull Bragantino,D(C),30(3),2773,-,1,0.5,0.3,0.1,1.1,-,0.1,0.5,0.8,1.1,0.6,0.5,4.5,0.4,0.7,1,49.8,87.3,0.2,5.0,-,6.78
Marcinho,25,Athletico Paranaense,"D(R),M(R)",26(4),2242,2,5,0.9,1,0.6,0.6,-,0.4,0.8,1.2,1.1,1,0.1,1.4,0.5,0.2,-,32.8,81.4,1,3.0,0.1,6.78
Pedro,24,Flamengo,FW,15(9),1410,7,5,1.8,1,0.6,0.9,0.2,1.2,2.0,0.7,0.3,0.9,-,0.2,0.4,0.2,-,11.5,76.4,-,0.1,-,6.78
Pedro Henrique,26,Athletico Paranaense,D(C),27(1),2347,1,1,0.6,0.3,0.1,1.1,-,0.1,0.3,1.1,0.8,0.5,0.4,3.7,0.5,0.8,-,49.5,82.0,0.3,5.7,-,6.78
Luan Garcia,28,Palmeiras,D(C),25(1),2218,1,-,0.3,0.4,0.3,0.6,-,-,0.3,1.3,1.4,0.9,0.2,3.1,0.7,0.7,-,53.8,86.3,0.1,5.5,-,6.77
Lucas Braga,25,Santos FC,M(LR),23(9),2307,1,2,1.1,0.9,2.1,2.0,0.3,1,2.0,0.9,0.5,0.9,-,0.4,0.5,-,-,23.3,84.2,0.4,0.3,0.1,6.77
Ricardo Silva,29,America MG,D(C),28(1),2508,-,-,0.5,0.2,0.1,0.8,0.1,0.2,0.4,1.5,1.2,1.6,0.3,4.4,0.5,0.7,-,34.9,78.1,-,2.4,-,6.77
Tiago Volpi,31,Sao Paulo,GK,38,3420,-,-,-,-,0.1,0.1,-,-,0.1,-,-,-,-,1.1,0.1,-,-,29.0,66.5,-,6.6,-,6.76
Renan,19,Palmeiras,D(CL),18(3),1646,-,-,0.9,0.3,0.3,0.9,-,0.3,0.5,2.3,1.3,1.5,0.3,2.8,0.9,0.4,-,45.0,85.1,-,3.5,-,6.76
Danilo Boza,23,Santos FC,D(C),16(6),1457,-,1,0.2,0.3,0.2,0.2,-,0.2,0.5,1.0,0.9,0.4,0.3,3.9,0.3,0.5,-,35.8,80.6,-,1.8,-,6.76
Vitinho,23,Athletico Paranaense,AM(L),9(3),814,2,3,1.3,0.8,1.2,1.8,-,1.1,1.8,0.8,0.3,1.1,-,-,0.8,-,-,18.6,78.0,0.3,0.5,-,6.76
Gustavo,19,Sport Recife,AM(CLR),21(6),1652,2,2,1.7,0.9,2.0,1.7,-,0.7,1.9,1.2,0.7,1.2,-,0.3,0.8,0.1,-,20.3,79.5,0.1,0.7,0.1,6.76
Vitor Mendes,23,Juventude,D(C),34,3058,2,-,0.6,0.1,0.1,0.8,-,0.1,0.6,0.8,1.1,0.9,0.3,4.5,0.4,1,-,46.1,85.7,-,3.4,-,6.76
Lucas Piton,21,Corinthians,D(L),6(1),533,-,1,0.4,0.4,0.6,0.7,-,0.1,0.9,1.1,2.4,1.6,-,1.6,0.7,0.1,-,63.4,88.5,0.6,2.4,-,6.76
Dawhan,25,Juventude,"D(R),DMC",22(1),1876,3,1,0.5,0.5,0.3,0.7,-,0.3,0.6,1.0,1.4,1.2,0.1,1.7,0.9,0.4,-,39.6,88.0,-,2.0,-,6.76
Rafinha,36,Gremio,"D(CLR),M(R)",27(3),2285,-,7,0.2,1.3,0.2,1.3,-,0.2,0.6,1.7,1.4,1.6,-,1.3,0.7,0.2,-,44.0,87.0,0.7,3.3,-,6.76
André,20,Fluminense,DMC,23(3),1912,1,1,0.6,0.4,1.6,1.6,-,0.7,1.0,1.6,0.8,1.3,-,0.3,1.3,0.3,-,46.2,91.1,-,2.3,-,6.75
Lima,25,Ceara,AM(LR),26(7),2132,3,3,1.7,1.0,1.0,2.0,0.2,1.1,1.7,1.2,0.8,0.9,-,0.5,1.3,0.1,-,25.5,78.5,0.4,0.8,0.1,6.75
Diego Souza,36,Gremio,"AM(CL),FW",24(7),1780,10,2,1.6,0.8,0.4,1.0,0.2,0.4,1.6,0.2,-,0.8,-,0.3,0.1,-,-,14.0,71.9,-,0.2,-,6.75
Felipe Santana,36,Chapecoense AF,"D(C),DMC",10,896,-,-,1.1,-,-,0.7,0.5,0.3,0.3,1,2.1,0.7,0.5,5.5,0.2,0.9,-,31.6,83.5,-,0.8,-,6.75
Réver,37,Atletico MG,D(C),15(7),1360,-,-,0.2,0.2,0.3,0.5,-,-,0.3,0.6,1.2,0.5,0.3,3.0,0.5,0.5,-,47.0,90.7,-,4.1,-,6.75
Kaique Rocha,21,Internacional,Defender,2(1),210,-,-,0.3,-,1,0.7,-,0.3,-,1.7,1,2.7,1,5.0,1.7,0.3,-,26.7,75.0,-,2,-,6.75
Joaquín Piquerez,23,Palmeiras,D(L),10(2),973,-,1,1.1,0.5,1,1.3,-,0.3,0.4,1.7,0.9,0.3,0.4,1.2,0.8,0.2,-,34.9,83.1,0.3,0.9,-,6.75
Paulão,36,Cuiaba,D(C),35,3041,1,-,0.4,0.1,0.1,0.5,0.3,0.1,0.3,0.6,1,0.9,0.2,5.0,0.3,0.9,-,45.5,84.4,-,4.8,0.1,6.75
Bruno Pacheco,30,Ceara,D(L),34,2926,-,1,0.2,0.7,0.9,1.4,-,0.5,1.2,1.1,1.3,1.4,0.2,2.1,0.6,0.2,-,32.1,75.6,0.7,2,-,6.75
Éverson,31,Atletico MG,GK,37,3330,-,-,-,-,-,0.2,-,-,-,0.1,-,-,-,1.1,-,-,-,27.2,77.8,-,5.7,-,6.75
Fábio Santos,36,Corinthians,D(L),32,2880,3,3,0.3,0.6,0.1,1.4,-,0.2,0.6,0.9,1.1,0.8,0.1,2.2,0.4,0.4,-,64.0,87.8,0.3,2,-,6.75
Danilo Fernandes,34,Bahia,GK,16,1440,-,-,-,0.1,0.1,0.1,-,-,-,-,-,-,-,1.1,-,-,-,21.7,68.0,-,3.3,-,6.75
Lucas Ramos,21,Internacional,Midfielder,2,114,-,-,1,1.5,1,2.0,-,2.5,2.5,3,1.5,2,-,0.5,1.5,-,-,14.5,65.5,0.5,-,-,6.74
Wesley,18,Flamengo,Defender,1,90,-,-,1,-,1,4.0,-,2,1,3,3.0,1,-,1.0,1.0,-,-,30.0,76.7,-,1.0,-,6.74
Keiller,25,Chapecoense AF,GK,16,1440,-,-,-,-,-,0.2,-,-,-,-,0.1,-,-,1.3,0.1,-,-,25.4,48.4,-,6.4,-,6.74
Sabino,25,Sport Recife,D(C),36,3196,-,-,0.8,0.3,0.3,0.4,-,0.1,0.4,0.9,1.1,0.6,0.4,4.5,0.5,0.8,-,46.9,82.3,0.1,3.8,-,6.74
Miranda,37,Sao Paulo,D(C),28,2423,-,1,0.3,0.1,0.3,0.9,0.1,0.3,0.4,1.4,0.5,1.4,0.5,3.9,0.3,0.4,-,58.9,89.4,-,3.4,-,6.74
Jean Mota,28,Santos FC,"D(L),M(CLR)",21(2),1690,2,2,1.3,1.2,0.4,1.8,-,0.4,0.8,1.9,0.8,1,0.1,0.6,1.5,0.1,-,56.2,86.5,0.9,3.4,-,6.74
Matheus Henrique,24,Gremio,M(C),8,638,1,1,1.3,1.5,1.6,1.4,-,1,0.9,1.1,0.4,1.9,-,0.4,0.8,-,-,59.0,90.9,0.1,4.8,0.1,6.74
Víctor Cantillo,28,Corinthians,DMC,18(3),1453,2,1,0.3,0.6,0.4,1.9,-,0.5,0.8,1.3,1.1,1,0.1,0.5,1.2,0.3,-,51.0,89.6,-,5.0,-,6.73
Busanello,23,Chapecoense AF,D(L),28(2),2420,1,2,1,0.6,1,0.8,-,0.3,0.9,1.6,1.9,0.9,0.1,1.9,0.5,0.5,-,36.0,77.8,0.6,1.3,-,6.73
Lucas Mugni,30,Bahia,M(CLR),19(1),1610,-,1,0.7,1,1.4,0.5,0.2,1.4,2,3.2,1.3,2.1,0.1,0.3,2.1,0.2,-,30.3,75.7,0.3,0.9,0.1,6.73
Mauro Zárate,35,America MG,"M(CLR),FW",14(2),1079,1,2,1.9,1.7,1.8,1.4,0.4,1.6,2.6,0.6,0.1,1.3,-,0.1,0.9,-,-,26.1,83.7,0.5,0.8,-,6.73
Felipe Azevedo,35,America MG,"AM(CLR),FW",31(6),2336,5,3,1.7,0.9,0.9,1.0,0.1,1.1,1.6,1.2,0.5,1.2,-,0.3,0.9,-,-,20.4,75.4,0.2,0.9,-,6.73
Jô,35,Corinthians,FW,24(8),2155,7,4,1.3,0.8,0.3,1.3,0.2,0.6,1.8,0.3,0.1,0.9,0.1,0.4,0.3,-,-,21.3,78.9,-,0.4,-,6.73
John,26,Santos FC,GK,4,360,-,-,-,-,-,0.5,-,-,-,-,0.3,-,-,0.8,-,-,-,29.5,74.6,-,2.8,-,6.72
Rafael Forster,31,Juventude,"D(CL),DMC",31(1),2643,-,-,0.3,0.2,0.3,1.0,0.2,-,0.5,1.3,1.3,1.3,0.2,4.1,0.8,0.4,-,45.3,80.2,-,4.9,-,6.72
Allan,25,Atletico MG,DMC,31(1),2695,-,-,0.8,0.3,0.7,1.1,-,0.4,0.7,1.3,1.3,1.9,0.1,1.1,1.1,0.2,-,62.9,88.4,-,4.4,-,6.72
Guga,23,Atletico MG,"D(R),M(R)",20(5),1762,-,-,0.2,0.9,0.1,1.0,-,0.4,0.5,2.6,1.5,1.1,0.2,1.5,1.2,0.2,-,34.4,81.5,0.5,1.6,-,6.72
Egídio,35,Fluminense,D(L),15,1347,-,2,0.4,1.3,0.5,0.7,0.1,0.3,1.2,1.7,1,1.3,0.1,1.1,0.6,0.1,-,45.8,81.1,1.5,1.7,-,6.72
Gil,34,Corinthians,D(C),37,3330,-,1,0.7,0.2,0.1,0.1,0.1,0.1,0.1,0.4,1.1,0.5,0.4,3.6,0.2,0.6,-,52.5,90.8,-,3.0,-,6.72
Diego Costa,33,Atletico MG,FW,9(6),781,4,1,1.7,0.6,0.9,1.1,0.3,1,1.5,0.2,-,0.7,0.1,0.2,0.3,-,-,14.2,79.3,-,0.3,0.1,6.72
Jadsom Silva,20,Red Bull Bragantino,DMC,20(6),1841,1,1,0.7,0.4,0.8,0.7,0.1,0.5,1.2,2.5,1.7,1.7,-,0.7,1.4,0.3,-,27.9,82.9,-,2.5,-,6.72
Arthur Gomes,23,Atletico GO,AM(CLR),8(4),723,1,1,1.5,1.3,1.5,2.0,0.1,0.8,2.3,0.4,0.1,0.9,-,0.4,0.3,-,-,20.3,81.5,0.8,1.5,0.2,6.71
Gabriel Pereira,20,Corinthians,AM(R),17(4),1338,2,1,1.1,0.7,2,1.8,0.1,1.3,2.1,0.8,0.5,0.8,-,0.2,0.7,-,-,24.5,86.2,0.5,0.3,-,6.71
Rossi,28,Bahia,AM(R),20(4),1704,2,5,1.2,1.6,0.8,2.2,0.3,0.8,1.3,1.1,0.3,1.1,-,0.3,0.6,-,-,17.3,59.2,1.4,0.3,-,6.71
Ravanelli,24,Chapecoense AF,AM(CLR),7(8),853,1,2,1.2,2,0.8,0.9,-,0.7,1.7,1.3,0.7,1.6,-,0.1,1.2,0.1,-,20.7,73.6,1.7,2.1,-,6.71
Emiliano Rigoni,29,Sao Paulo,"M(CLR),FW",24(6),2069,4,5,2.1,1.4,1.2,0.6,0.6,0.7,2,0.7,0.2,1.3,-,0.4,0.5,-,-,18.6,77.5,1,0.7,-,6.7
Dodô,30,Atletico MG,"D(L),M(L)",10(4),885,1,-,0.6,0.5,0.6,0.4,0.2,0.3,0.7,1.1,0.8,0.7,-,1.3,0.4,-,-,31.1,87.6,0.7,0.6,-,6.7
Matias Viña,24,Palmeiras,"D(L),M(L)",3(1),272,-,1,0.5,0.8,0.3,1.0,-,0.8,1,1.8,1.3,0.8,-,1.0,0.5,-,-,20.8,79.5,0.3,0.8,-,6.7
Rafael Thyere,28,Sport Recife,D(C),32,2797,-,-,0.2,0.3,0.2,0.3,0.1,0.2,0.1,0.9,1.1,0.7,0.2,4.1,0.3,0.9,-,50.9,90.1,-,2.9,-,6.7
Cássio,34,Corinthians,GK,37,3330,-,-,-,-,-,0.1,-,-,-,-,-,-,-,0.5,-,-,-,23.8,75.1,-,6.3,-,6.7
Diego Alves,36,Flamengo,GK,26,2277,-,-,-,-,-,0.1,-,-,-,-,-,-,-,0.4,-,-,-,19.9,80.7,-,3.6,-,6.7
Camacho,32,Santos FC,DMC,25(5),2264,-,1,0.4,0.8,0.7,0.3,-,0.4,0.7,1.8,1.4,1.2,-,0.3,1.5,0.4,-,57.1,90.4,0.1,3.6,0.1,6.7
Geromel,36,Gremio,D(C),24,2160,-,-,0.4,0.2,0.3,0.7,-,0.1,0.3,1.2,2.0,0.9,0.2,2.9,0.6,0.5,-,46.7,84.8,-,2.5,-,6.7
Matheus Vargas,25,Fortaleza,M(C),21(10),1700,1,1,1.5,1.0,2.1,1.7,0.1,1.2,1.9,1.0,0.5,1.6,-,0.1,0.7,0.1,-,16.2,74.5,0.1,0.8,0.2,6.7
Gabriel,29,Corinthians,DMC,29(2),2419,2,1,0.5,0.3,0.1,1.2,0.1,0.4,1.1,2.8,1.6,1.4,-,0.8,1.6,0.3,-,51.3,87.3,0.1,2.0,-,6.7
Guilherme Castilho,22,Juventude,M(C),32(1),2638,4,4,1.7,1.3,0.6,2.0,0.1,0.8,1.5,1.3,0.7,1.0,-,0.7,1.5,-,-,31.9,81.7,1,1.7,0.1,6.7
Erick,24,Ceara,AM(LR),6(10),692,-,-,1.3,0.3,2.4,1.8,0.2,1.2,1.3,1.1,0.4,0.8,-,0.1,1.0,0.3,-,14.5,76.7,0.3,0.8,-,6.7
Luciano,28,Sao Paulo,"AM(CR),FW",19(3),1544,4,1,1.5,1.0,1.0,1.9,0.4,0.8,1.6,0.3,0.3,0.9,-,0.9,0.5,-,-,21.8,83.5,-,1.1,0.1,6.69
Fabinho,35,Ceara,"D(R),DMC,M(R)",16(3),1305,1,1,0.4,0.1,0.4,0.9,-,0.4,0.9,1.8,1.6,1.2,0.1,1.2,1.1,0.4,-,29.2,78.2,-,2.3,-,6.69
Igor Vinícius,25,Sao Paulo,"D(R),M(R)",18(4),1682,-,-,0.5,0.7,0.9,1.1,-,0.8,1.5,1.7,1.7,1.7,0.1,0.9,0.5,0.1,-,38.8,83.0,0.6,1.4,-,6.69
Eduardo Vargas,32,Atletico MG,"AM(CLR),FW",8(8),808,4,2,1.8,0.8,1.2,0.6,0.2,0.8,0.9,0.6,0.3,0.6,-,0.1,0.4,-,-,22.6,85.9,0.2,0.7,0.1,6.68
Everaldo,27,Sport Recife,AM(CL),14(3),1026,-,2,0.9,0.8,0.9,1.8,0.3,0.2,0.9,1.5,0.8,1.5,-,0.4,1.3,0.2,-,21.5,83.3,0.4,0.6,0.1,6.68
Khellven,21,Athletico Paranaense,D(R),10(10),1032,2,3,0.5,1,0.9,0.4,0.1,0.7,1.0,0.9,1.3,0.8,0.1,0.7,0.4,0.2,-,19.2,83.6,1,1.1,-,6.68
Baralhas,23,Atletico GO,DMC,18(13),1712,4,-,0.8,0.4,0.2,0.5,-,0.3,0.4,1.6,1.4,0.8,0.1,0.9,0.9,0.4,-,28.8,85.9,-,1.4,-,6.68
Alisson,28,Gremio,AM(CLR),22(7),1884,3,1,1.9,1.2,0.6,1.7,0.1,1.2,0.9,0.7,0.5,0.8,-,0.3,1,0.1,-,28.6,84.8,0.7,1.1,-,6.68
William Matheus,32,Juventude,"D(L),M(L)",31(1),2836,1,1,0.3,0.3,0.4,0.9,0.1,0.5,0.5,1.6,1.4,1.5,0.1,2.1,0.4,0.3,1,37.6,82.1,0.3,1.3,-,6.68
Bruno Méndez,22,Internacional,D(C),26,2218,-,-,0.2,-,0.1,0.4,0.1,0.1,0.3,1.3,1.5,0.8,0.5,2.9,0.4,0.5,-,39.1,82.3,-,3.0,-,6.68
Yago Felipe,27,Fluminense,M(CLR),32(3),2694,3,2,1,0.5,0.5,1.7,-,0.7,1.2,2.2,0.7,1.6,-,0.4,1.5,0.3,-,35.9,83.6,0.1,2.7,-,6.67
Rodrigues,24,Gremio,D(C),11(1),1002,-,-,0.3,0.2,0.3,0.3,0.1,-,0.1,1.9,0.9,0.4,0.2,3.5,0.8,0.3,-,36.0,81.9,-,3.4,-,6.67
Ignácio,25,Chapecoense AF,D(C),23(1),2115,2,1,0.4,-,0.1,1.4,-,0.3,0.4,1.4,1.5,1,0.4,4.4,0.5,1,-,31.4,81.8,-,1.1,-,6.67
Weverton,34,Palmeiras,GK,21,1869,-,-,-,-,-,0.4,-,-,0.1,-,-,-,-,0.8,-,-,-,29.0,76.7,-,5.9,-,6.67
Pedro Henrique,29,Atletico GO,D(C),5(1),445,-,-,0.5,0.3,-,0.2,-,-,-,2.2,0.3,1.0,0.8,3.3,0.5,0.7,-,30.0,85.0,-,3.8,-,6.67
Abner,21,Athletico Paranaense,"D(L),M(L)",23(1),1953,-,3,0.6,1.4,0.4,0.2,0.1,0.7,1.3,1.3,0.8,1.1,0.3,1.3,0.2,0.1,-,39.3,82.0,0.8,2.9,0.1,6.67
Jorginho,31,Ceara,AM(CL),11(10),981,2,3,0.6,1.4,0.6,1.4,-,0.4,1.3,1.0,0.4,1.0,-,0.2,0.8,-,-,21.0,76.5,0.8,0.8,0.1,6.67
Rodrigo Lindoso,32,Internacional,DMC,22(4),1747,2,-,0.4,0.5,0.2,0.8,0.1,0.2,0.3,1.0,1.3,1.1,-,1.3,1.2,0.3,-,44.1,86.5,0.1,3.3,-,6.67
Marllon,29,Cuiaba,D(C),25(3),2293,2,1,0.3,0.1,0.1,0.6,-,0.1,0.2,0.9,0.8,0.8,0.4,4.5,0.2,0.6,-,37.4,85.3,-,2.9,-,6.66
Gabriel Lacerda,22,Ceara,D(C),19(4),1789,4,1,0.5,0.2,0.1,0.1,0.1,-,0.3,0.5,0.6,0.6,0.3,3.3,0.3,0.9,-,29.9,76.6,-,2.7,-,6.66
Walter Kannemann,31,Gremio,D(C),21,1798,-,-,0.3,0.2,0.2,0.9,-,0.1,0.1,1.3,2.1,2.0,0.5,2.2,0.5,0.7,-,40.2,83.9,-,3.1,-,6.66
Janderson,23,Atletico GO,AM(LR),25(9),2312,3,1,1.3,1.1,1.6,2.4,0.1,1,2.6,1.1,0.5,0.9,-,0.2,1.1,-,-,17.5,79.5,1.1,0.5,0.1,6.66
Míchel Macedo,32,Juventude,D(R),31,2720,-,3,0.3,0.9,0.3,0.8,0.1,0.4,0.9,0.8,1.6,1.0,0.2,1.6,0.4,0.1,-,34.2,79.2,0.8,0.7,-,6.66
Sorriso,21,Juventude,AM(LR),23(13),2281,2,2,1.7,0.8,1.4,2.5,0.1,1.5,2.2,1.1,0.4,1.4,-,0.6,0.9,0.1,-,14.3,75.5,0.3,0.1,-,6.66
Lucas Fasson,20,Athletico Paranaense,D(C),8,720,-,-,0.5,-,0.4,0.3,-,-,0.4,1.5,2.1,1.3,0.1,3.3,0.5,0.4,-,58.4,87.4,-,4.1,-,6.66
Rick,22,Ceara,AM(R),11(17),1141,6,1,1.0,0.6,1.6,1.2,0.2,1.1,1.8,0.7,0.2,0.8,-,0.1,0.7,-,-,12.3,80.2,0.3,0.1,-,6.66
Deyverson,30,Palmeiras,FW,10(17),1058,4,3,1.4,0.5,0.3,1.4,0.1,0.4,0.9,0.3,0.1,0.8,-,0.5,0.5,0.1,-,10.9,57.0,-,0.5,-,6.66
Júnior Tavares,25,Sport Recife,"D(L),DMC,M(L)",7,630,-,-,0.9,1.1,0.3,2.3,-,1.1,2.4,2.1,1.1,1.3,0.3,1.1,1.6,0.3,-,41.7,80.1,1.1,1.7,0.1,6.65
Ewerthon,21,Sport Recife,D(R),16(2),1443,-,1,0.6,0.6,0.2,0.3,-,0.4,1.1,1.8,1.3,0.7,0.1,2.3,0.7,0.2,-,33.1,82.0,0.7,1.1,-,6.65
Ramon,21,Flamengo,D(L),8(4),661,-,-,0.5,0.3,0.8,0.8,0.3,0.3,0.7,1.7,0.7,0.4,0.2,1.5,0.3,0.1,-,23.8,80.7,0.4,1.0,-,6.65
Alison,29,Santos FC,"D(C),DMC",5(1),425,-,-,0.3,0.3,0.8,1.8,-,0.5,0.7,1.2,2.2,1.2,0.2,0.5,1.0,-,-,67.0,93.0,-,2.8,-,6.65
Mathías Villasanti,25,Gremio,M(C),12(4),1012,1,-,0.8,1,0.8,0.6,-,0.6,0.8,2.5,1.1,1.5,-,0.4,1.4,0.3,-,29.4,85.6,0.1,0.6,0.1,6.65
Jaminton Campaz,21,Gremio,AM(C),9(8),911,2,-,2.4,1.1,1.2,1.0,0.1,0.9,1.8,0.9,0.2,1.3,-,0.1,0.7,-,-,23.8,80.0,0.6,0.7,-,6.65
Igor Cariús,28,Atletico GO,D(L),25(2),1996,1,-,0.6,0.5,0.3,0.8,0.1,0.4,1.0,1.3,1.1,1.0,0.2,3.1,0.6,0.1,-,32.3,77.0,-,1.6,-,6.65
Éder,26,Atletico GO,D(C),34,3016,1,1,0.4,0.1,0.2,0.3,-,0.1,0.2,0.5,0.9,1.1,0.6,4.7,0.4,1,1,46.1,84.9,-,4.0,-,6.65
Richard,31,Ceara,GK,23,1981,-,-,-,0.1,-,0.2,-,-,-,-,-,-,-,0.8,0.1,-,-,22.3,65.2,-,5.8,-,6.64
Igor Inocêncio,23,Ceara,D(R),12(3),1093,-,1,0.6,1.1,0.5,0.3,0.1,0.5,1.1,1.7,0.7,1.5,0.1,2.2,1.3,0.4,-,24.7,73.5,1.1,1.3,0.1,6.64
Nicolas,25,Athletico Paranaense,D(L),12(3),1077,-,-,0.5,0.6,0.5,0.4,0.1,0.6,0.7,1.6,1.2,1.4,0.1,1.3,0.5,0.5,-,37.7,77.7,0.7,2.5,-,6.64
Igor Gomes,23,Sao Paulo,M(CL),24(7),2046,2,-,1,0.9,0.6,1.1,-,1,1.1,0.8,0.6,1.4,0.1,0.5,0.8,0.2,-,29.5,81.3,0.9,1.1,0.1,6.64
Thaciano,26,Bahia,M(C),10(1),713,2,1,1.1,0.6,0.5,0.5,0.1,1.5,1,0.8,1.1,0.8,-,0.5,0.4,0.3,-,15.1,79.5,-,0.1,-,6.64
Paulo Henrique,25,Juventude,D(R),7(10),767,-,2,0.5,1.1,1.5,0.6,0.1,0.4,1.2,1.5,0.7,1.2,0.1,0.9,0.6,0.1,-,16.8,72.6,0.8,0.5,-,6.64
Kaiky,18,Santos FC,D(C),15,1334,-,-,0.3,0.5,0.3,0.3,-,0.4,0.7,0.8,1.5,2.3,0.4,3.5,0.5,0.5,-,56.3,85.7,-,3.1,-,6.64
Robson,30,Fortaleza,"AM(LR),FW",27(7),2178,10,1,2.1,0.7,0.4,1.5,0.4,0.6,2.4,0.8,0.3,1.9,-,0.5,1.0,0.1,-,13.0,71.1,0.1,0.2,0.1,6.64
Douglas Friedrich,33,Juventude,GK,17,1529,-,-,-,0.1,-,0.1,-,-,-,0.1,0.1,-,-,0.8,0.1,-,-,22.3,63.6,-,4.2,-,6.64
Thiago Maia,25,Flamengo,DMC,12(11),1167,1,-,0.7,0.4,0.8,0.4,0.1,0.5,1,1.5,1,1,0.1,0.2,1,0.2,-,35.1,89.3,-,2.0,-,6.64
Caio Paulista,23,Fluminense,AM(LR),24(3),1826,2,1,1.3,0.7,1.7,1.2,0.2,1.7,2.8,1.6,0.4,1.1,-,0.4,0.9,-,-,22.0,78.1,0.1,0.2,-,6.63
Mikael,22,Sport Recife,FW,24(9),1956,8,1,2.4,0.5,0.8,0.9,0.2,1,2.1,0.3,0.2,0.7,-,0.8,0.4,0.1,-,11.4,66.1,0.1,0.4,-,6.63
Hernanes,36,Sport Recife,M(C),15(2),1160,-,-,1.8,1.5,1.6,1.9,-,1.5,1.5,0.8,0.5,1.1,-,0.4,0.6,0.1,-,27.7,83.7,0.9,1.2,-,6.63
Titi,34,Fortaleza,D(C),34,3005,2,1,0.4,0.3,0.2,1.4,0.1,0.1,0.7,1.1,1.4,1.5,0.3,1.8,0.7,0.3,1,47.3,84.3,-,3.1,-,6.63
Rodrigo Néstor,21,Sao Paulo,DMC,24(6),1935,-,4,0.8,0.7,0.8,0.6,-,0.5,1.3,1.4,0.8,1.3,-,0.6,1,0.1,-,37.5,86.5,0.3,2.2,-,6.63
Moisés,27,Internacional,D(L),25(1),2097,-,2,0.7,1.1,0.8,0.8,0.2,0.8,1.1,1.7,1,2.6,0.2,1.3,0.7,0.1,-,37.1,84.2,1.3,1.2,-,6.63
Júlio César,37,Red Bull Bragantino,GK,4,360,-,-,-,-,-,0.3,-,-,-,-,-,-,-,0.8,-,-,-,31.5,79.4,-,5.0,-,6.63
Everton Felipe,24,Sport Recife,AM(CLR),11(9),1113,-,1,0.7,1.4,1.7,1.4,-,1.2,1.9,1.2,0.6,0.7,-,0.2,1,0.1,-,26.3,78.7,0.7,2.5,0.1,6.63
Jhon Arias,24,Fluminense,AM(C),9(10),905,1,-,0.7,0.7,1.5,0.7,-,1.3,1.2,1.3,0.3,0.8,-,0.3,0.8,0.1,-,22.2,90.0,0.3,0.5,-,6.62
